Company_name,City,Country,Business,Products,Tags,Fax,Telephone,Email,Web_Site,WhatsApp,Mobile,Linkedin
GRUPO CAMPOSUR S.A.C.,Santiago de Surco, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Artichokes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Artichokes', 'Onions', 'Conventional farming']",+512554957,+512554958,ventas@grupocamposur.com,www.grupocamposur.com,-,-,-
GRUPO EXAL S.A.C.,Callao, Peru,['Exporter - Exporter'],[],[],-,-,gerenciageneral@grupoexal.com,www.grupoexal.com,-,+51967666484,-
GRUPO HUALTACO S.A.C.,Piura, Peru,['Exporter - Exporter'],"[{'Bananas': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Bananas', 'Conventional farming']",+5173504823,+5114454242,afort@grupohualtaco.com,www.grupohualtaco.com,-,-,-
GRUPO ROCIO,Trujillo, Peru,['Exporter - Exporter'],[],[],+5114759096,+5114761712,reclutamiento.gruporocio@gmail.com,-,-,-,-
GRUPO SEMINARIO S.A.C.,Piura, Peru,['Exporter - Exporter'],[],[],-,-,gruposeminario@aol.com,-,-,-,-
HONEY FRUIT IMP.-EXP. S.A.C.,Lima, Peru,['Exporter - Exporter'],"[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Conventional farming', 'Apples']",-,-,-,www.honeyfruit.pe,-,-,-
I FUNGHI,Chiclayo, Peru,['Exporter - Exporter'],"[{'Mushrooms': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Mushrooms', 'Champignons']",-,-,gbattistini@napoli.com.pe,-,-,+51979998222,-
ICASOL S.A.,La Molina, Peru,"['Exporter - Exporter', 'Producer - Producer', 'Wholesaler - Producer']","[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",+5113587705,+5113587907,fmoncada@icasol.net,-,-,-,-
ICATOM S.A.,Ica, Peru,['Exporter - Exporter'],"[{'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Tomatoes']",+5156223338,+5156217173,fernando.martinez@icatom.com,www.icatom.com,-,-,-
INCA LAND FARMS,Sullana, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Avocado', 'Conventional farming', 'Mango', 'Grapes']",-,+5173661975,incaland@ilfsac.com,www.incalandfarms.com,-,+5173969689177,-
INKA FRESH PERU S.A.C.,Lima, Peru,['Exporter - Exporter'],"[{'Bilberries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Green beans': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peas': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Onions', 'Conventional farming', 'Green beans', 'Bilberries', 'Peas']",-,-,info@inkafresh.com,www.inkafresh.com,-,+51987501816,-
INKA TRAILS S.A.C.,Miraflores, Peru,['Exporter - Exporter'],[],[],-,-,-,-,-,-,-
INMOLAG S.A.,Lima, Peru,['Exporter - Exporter'],"[{'Mangosteen': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Figs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Melons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cherimoya Custard Apple': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Cherimoya Custard Apple', 'Conventional farming', 'Figs', 'Mango', 'Mangosteen', 'Melons']",-,+5118153347,inmolag@olivico.com,www.olivico.com,-,-,-
INTIPA FOODS S.A.C.,Santiago de Surco, Peru,['Exporter - Exporter'],"[{'Bilberries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Green beans': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Endive fine': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Green beans', 'Endive fine', 'Bilberries', 'Grapes']",-,+5112780295,carlosvaldera@intipafoods.com,www.intipafoods.com,-,-,-
INVERSIONES MARZALA S.A.C.,Santa Anita, Peru,['Exporter - Exporter'],"[{'Melons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Watermelons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Watermelons', 'Conventional farming', 'Melons']",-,-,imarzala@marzala.com,www.marzala.com,-,-,-
IQF DEL PERU S.A.,San Isidro, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Artichokes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Artichokes', 'Conventional farming', 'Grapes']",+5112640417,+5112641030,comunicationes@iqfperu.com,www.iqfperu.com,-,-,-
ITN S.A.,Lima, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Avocado', 'Conventional farming', 'Mango', 'Grapes']",+5114671471,-,-,www.itn.com.pe,-,-,-
JW EXPORTACIONES S.A.C.,San Borja, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Avocado', 'Conventional farming', 'Mango']",-,-,jwexportaciones@yahoo.es,-,-,-,-
KEYPERU S.A.,Miraflores, Peru,['Exporter - Exporter'],[],[],+5112421179,+5112141105,keyperu@keystonefruit.com,www.keystonefruit.com,-,-,-
KION EXPORT S.A.C.,La Victoria, Peru,['Exporter - Exporter'],"[{'Pineapple': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Kiwi': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Pineapple', 'Asparagus', 'Onions', 'Conventional farming', 'Kiwi', 'Mango']",-,+5113250044,mortega@kionexport.com,www.kionexport.com,-,+51980184259,-
KROMOS PRODUCE S.A.C.,Santiago de Surco, Peru,"['Agent - Agent', 'Exporter - Exporter']",[],[],-,-,tiomoreno@hotmail.com,www.kromosproduce.com,-,+51198128872,-
LA PORTADA S.A.C.,Ica, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",-,-,mauricio@lacalera.com.pe,www.lacalera.com.pe,-,-,-
LA TEMPRANILLO S.A.C.,Lima, Peru,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",-,-,santiago@santiagoqueirolo.com,-,-,-,-
LATIN FOODS PERÚ S.A.C.,Lima, Peru,['Exporter - Exporter'],[],[],-,-,info@lafsac.com,www.lafsac.com,-,-,-
LIMONES PIURANOS S.A.C.,Piura, Peru,['Exporter - Exporter'],"[{'Mangosteen': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrons', 'Conventional farming', 'Lemons', 'Mango', 'Mangosteen']",+5173328866,+5173310166,miguelfossa@limonespiuranos.com,www.limonespiuranos.com,-,-,-
LIOFILIZADORA DEL PACIFICO S.R.L.,Miraflores, Peru,['Exporter - Exporter'],[],[],-,-,jpdesmaison@liofilizadora.com,www.liopac-omniagro.com,-,-,-
LISBURNE PERÙ,Miraflores, Peru,['Exporter - Exporter'],[],[],+5114428526,+51198165245,resacados@yahoo.com,-,-,-,-
LUMEN SAPIENTIAE NGO,Trujillo, Peru,['Exporter - Exporter'],[],[],-,-,-,-,-,-,-
MC & M S.A.,Arequipa, Peru,"['Exporter - Exporter', 'Producer - Producer', 'Wholesaler - Producer']",[],[],+5154256899,+5154256365,mcmperu@mcmperu.com,www.mcmperu.com,-,-,-
NATURAL GREEN S.A.C.,Lima, Peru,"['Exporter - Exporter', 'Fruit and Vegetable Processing - Fruit processing industry', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Ginger': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Organic farming', 'Conventional farming', 'Ginger']",-,-,info@naturalgreen.pe,www.naturalgreen.pe,-,+51955840202,-
NATURANDINA DEL PERU S.A.C.,Lima, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Frozen vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Vegetables', 'Frozen vegetables']",+5114268204,+5114284736,gczamudio@naturandina.com,www.naturandina.com,-,-,-
NATURE'S ORGANICS S.A.C.,Piura, Peru,['Exporter - Exporter'],"[{'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Bananas': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Avocado', 'Bananas', 'Conventional farming', 'Mango']",-,-,naturesorganics@hotmail.com,www.naturesorganics.com,-,+51990021513,-
NAVARRO FRUITS S.A.C.,Piura, Peru,['Exporter - Exporter'],"[{'Mango': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrons', 'Integrated farming', 'Lemons', 'Mango', 'Grapes']",-,-,cguadalupe@navarrofruits.com.pe,www.navarrofruits.com.pe,-,-,-
NEVICO PERU S.A.C.,San Isidro, Peru,['Exporter - Exporter'],"[{'Exotic fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Conventional farming', 'Exotic fruits']",-,-,sales@nevicoperu.com,www.nevicoperu.com,-,+51994251896,-
NOR AGRO PERU S.A.C.,Sullana, Peru,['Exporter - Exporter'],"[{'Pineapple': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Pineapple', 'Asparagus', 'Conventional farming', 'Mango']",-,-,franciscoa@bountyfresh.com,-,-,-,-
NOROESTE S.A.C.,San Isidro, Peru,['Exporter - Exporter'],"[{'Pineapple': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Bananas': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Pineapple', 'Asparagus', 'Bananas', 'Conventional farming', 'Mango', 'Peppers']",-,-,jorge@noroeste-sac.com,www.noroeste-sac.com,-,+51999652613,-
NOVOLIZ S.A.,Lima, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Onions', 'Conventional farming', 'Peppers', 'Grapes']",+5112500180,+5112500512,-,www.novoliz.biz,-,-,-
OPEN WORLD EXPORT S.A.C.,Arequipa, Peru,['Exporter - Exporter'],"[{'Artichokes': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Artichokes', 'Integrated farming', 'Conventional farming']",+5154255419,+5154258632,enriquecorzo@owxperu.com,www.owxperu.com,-,+51958790503,-
PAPEX S.A.C.,Arequipa, Peru,['Exporter - Exporter'],"[{'Garlic': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Oregano': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Capsicum': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Garlic', 'Conventional farming', 'Oregano', 'Capsicum', 'Peppers']",+5154204199,+5154232902,papexcom@gmail.com,www.papex.com.pe,-,+51959969116,-
PASSION FRESH S.A.C.,Santa Costanza, Peru,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Pomegranates': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Avocado': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Avocado', 'Conventional farming', 'Mango', 'Pomegranates']",-,+5112608076,sales@passionfresh.com.pe,www.passionfresh.com.pe,-,-,-
PEAK QUALITY DEL PERU S.A.,Ica, Peru,['Exporter - Exporter'],"[{'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Asparagus', 'Conventional farming']",-,-,gerencia@peakquality.net,-,-,+51956789237,-
PERU FRUIT TROPICAL S.A.C.,Piura, Peru,['Exporter - Exporter'],"[{'Exotic fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Exotic fruits']",-,-,perufrut@gmail.com,-,-,-,-
PERUVIAN GROWERS S.A.C.,Lima, Peru,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Onions', 'Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Peppers', 'Vegetables']",-,+5115812063,contact@peruviangrowers.com,www.peruviangrowers.com,-,+51994117734,-
PERUVIAN QUALITY FRUITS S.A.C.,Surco, Peru,['Exporter - Exporter'],"[{'Mango': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Mango']",-,-,alan@pqfsac.com,www.pqfsac.com,-,-,-
PERUVIAN QUALITY FRUITS S.A.C.,Piura, Peru,['Exporter - Exporter'],[],[],+5173365089,+5173365831,-,-,-,-,-
